450.017,543.587,268.884,253.119,200.608,218.782,221.953,471.864,230.324,221.87,12879,12362.9,52648.5,2063.51,3681.98,17512.8,14684.4,632.941,3062.96,13656.2,1.8091e+07,1.5791e+06,4.23626e+06,1.6804e+06,181188,2.17518e+07,3.40152e+07,3.9986e+06,4.10174e+06,2.18844e+06




